Cell,Longitude,Latitude
D085884,117.09418,36.11666
G085883,117.09418,36.11666
G085891,117.0516944,36.20383333
G085892,117.0516944,36.20383333
G085893,117.0516944,36.20383333
G085901,117.2885833,36.14738889
G085902,117.2885833,36.14738889
G085903,117.2885833,36.14738889
G085911,117.2054444,36.15
G085912,117.2054444,36.15
G085913,117.2054444,36.15
G085951,117.0145833,36.22844444
G085952,117.0145833,36.22844444
G085953,117.0145833,36.22844444
G086001,117.7888,35.991
G086002,117.7888,35.991
G086003,117.7888,35.991
G086031,117.892,36.0078
G086032,117.892,36.0078
G086033,117.892,36.0078
G086041,117.8114,35.8594
G086042,117.8114,35.8594
G086043,117.8114,35.8594
G086061,117.65701,35.82131
G086061,117.65701,35.82131
G086071,117.57821,35.92732
G086072,117.57821,35.92732
G086073,117.57821,35.92732
G086101,117.77311,35.79572
G086102,117.77311,35.79572
G086103,117.77311,35.79572
G086121,117.4485,36.0134
G086122,117.4485,36.0134
G086123,117.4485,36.0134
G086131,117.8521,35.9056
G086132,117.8521,35.9056
G086133,117.8521,35.9056
G086151,117.8894,35.9827
G086161,117.8892,35.946
G086162,117.8892,35.946
G086163,117.8892,35.946
G086231,117.4958,35.9369
G086232,117.4958,35.9369
G086233,117.4958,35.9369
G086241,117.5117,36.0538
G086242,117.5117,36.0538
G086243,117.5117,36.0538
G086251,117.601,36.0461
G086252,117.601,36.0461
G086253,117.601,36.0461
G086261,117.66002,35.91112
G086262,117.66002,35.91112
G086263,117.66002,35.91112
G086291,117.61551,35.99661
G086291,117.61551,35.99661
G086292,117.61551,35.99661
G086292,117.61551,35.99661
G086293,117.61551,35.99661
G086293,117.61551,35.99661
G086301,117.7376,35.9944
G086311,117.48831,35.91531
G086312,117.48831,35.91531
G086313,117.48831,35.91531
G086321,117.64221,35.84041
G086321,117.64221,35.84041
G086322,117.64221,35.84041
G086322,117.64221,35.84041
G086323,117.64221,35.84041
G086323,117.64221,35.84041
G086341,117.7224,35.7878
G086361,117.6688889,35.97413889
G086362,117.6688889,35.97413889
G086363,117.6688889,35.97413889
G086371,117.47624,36.07343
G086381,117.5708611,36.06283333
G086391,117.69405,35.82654
G086401,117.42866,35.98937
G086402,117.42866,35.98937
G086403,117.42866,35.98937
G086411,117.8393056,35.99105556
G086412,117.8393056,35.99105556
G086413,117.8393056,35.99105556
G086461,117.6989722,35.93063889
G086462,117.6989722,35.93063889
G086463,117.6989722,35.93063889
G086561,117.5621389,35.97480556
G086562,117.5621389,35.97480556
G086563,117.5621389,35.97480556
G086581,117.5462778,35.93380556
G086582,117.5462778,35.93380556
G086583,117.5462778,35.93380556
G087031,116.80161,36.16002
G087111,116.53422,36.18249
G087112,116.53422,36.18249
G087113,116.53422,36.18249
G087131,116.80555,36.22514
G087132,116.80555,36.22514
G087133,116.80555,36.22514
G087141,116.64281,36.27911
G087171,116.8691111,36.23613889
G087172,116.8691111,36.23613889
G087173,116.8691111,36.23613889
G087181,116.7533889,36.29155556
G087182,116.7533889,36.29155556
G087183,116.7533889,36.29155556
G087191,116.6611111,36.16936111
G087192,116.6611111,36.16936111
G087193,116.6611111,36.16936111
G087201,116.6695833,36.26258333
G087202,116.6695833,36.26258333
G087203,116.6695833,36.26258333
G087221,116.6448889,36.19480556
G087222,116.6448889,36.19480556
G087223,116.6448889,36.19480556
G087231,116.5943056,36.21986111
G087232,116.5943056,36.21986111
G087233,116.5943056,36.21986111
G087241,116.5788333,36.15452778
G087242,116.5788333,36.15452778
G087243,116.5788333,36.15452778
G087281,116.8300833,36.18766667
G087282,116.8300833,36.18766667
G087283,116.8300833,36.18766667
G087291,116.7504444,36.13213889
G087292,116.7504444,36.13213889
G087293,116.7504444,36.13213889
G087301,116.73406,36.18499
G087302,116.73406,36.18499
G087303,116.73406,36.18499
G087311,116.79047,36.18451
G087312,116.79047,36.18451
G087313,116.79047,36.18451
G087321,116.7591111,36.18875
G087322,116.7591111,36.18875
G087323,116.7591111,36.18875
G087331,116.7223333,36.16058333
G087332,116.7223333,36.16058333
G087333,116.7223333,36.16058333
G087341,116.8088056,36.18911111
G087342,116.8088056,36.18911111
G087343,116.8088056,36.18911111
G087381,116.5424444,36.20047222
G087382,116.5424444,36.20047222
G087383,116.5424444,36.20047222
G087421,116.5722222,36.20616667
G087422,116.5722222,36.20616667
G087423,116.5722222,36.20616667
G087461,116.5354167,36.147
G087462,116.5354167,36.147
G088001,117.01925,35.90916667
G088002,117.01925,35.90916667
G088003,117.01925,35.90916667
G088011,116.9709167,35.94016667
G088012,116.9709167,35.94016667
G088013,116.9709167,35.94016667
G088071,116.7994167,35.74163889
G088072,116.7994167,35.74163889
G088073,116.7994167,35.74163889
G088101,117.09019,35.81073
G088102,117.09019,35.81073
G088103,117.09019,35.81073
G088111,116.88924,35.73492
G088112,116.88924,35.73492
G088113,116.88924,35.73492
G088121,116.9440833,35.86219444
G088122,116.9440833,35.86219444
G088123,116.9440833,35.86219444
G088141,116.7965833,35.70275
G088142,116.7965833,35.70275
G088143,116.7965833,35.70275
G088151,116.82972,35.73209
G088152,116.82972,35.73209
G088153,116.82972,35.73209
G088181,117.0553333,35.92861111
G088182,117.0553333,35.92861111
G088183,117.0553333,35.92861111
G088341,117.0863,35.9248
G088342,117.0863,35.9248
G088343,117.0863,35.9248
G088361,117.0501,35.8553
G088362,117.0501,35.8553
G088363,117.0501,35.8553
G089001,116.4346667,35.81275
G089002,116.4346667,35.81275
G089003,116.4346667,35.81275
G089011,116.38313,35.84269
G089012,116.38313,35.84269
G089013,116.38313,35.84269
G089021,116.30275,35.90363889
G089022,116.30275,35.90363889
G089023,116.30275,35.90363889
H089041,116.2476667,35.90986111
H089042,116.2476667,35.90986111
H089043,116.2476667,35.90986111
H089161,116.2995278,35.94055556
H089162,116.2995278,35.94055556
H089163,116.2995278,35.94055556
G089171,116.49126,35.87301
G089172,116.49126,35.87301
G089173,116.49126,35.87301
G089181,116.46287,35.89788
G089182,116.46287,35.89788
G089183,116.46287,35.89788
G089221,116.2413333,35.85261111
G089222,116.2413333,35.85261111
G089223,116.2413333,35.85261111
H089231,116.26029,36.02101
H089232,116.26029,36.02101
G08A051,117.1659,36.22061
G08A054,117.1659,36.22061
G08A052,117.1659,36.22061
G08A053,117.1659,36.22061
G08A091,117.07418,36.12191
G08A092,117.07418,36.12191
G08A095,117.07418,36.12191
G08A093,117.07418,36.12191
G08A371,116.99928,36.19344
G08A372,116.99928,36.19344
G08A373,116.99928,36.19344
G08A381,117.061,36.1057
G08A382,117.061,36.1057
G08A383,117.061,36.1057
G08A421,117.0771389,35.98713
G08A422,117.0771389,35.98713
G08A423,117.0771389,35.98713
G08A721,117.1071944,36.17783333
G08A722,117.1071944,36.17783333
G08A723,117.1071944,36.17783333
G08F011,117.09588,36.22396
G08F021,117.021,36.26239
G08F031,117.1219,36.20713
G08F041,117.0672,36.2537
G08F061,117.09634,36.21572
G08F071,117.09832,36.23411
G08F081,117.1109,36.1909
G08F141,117.11873,36.22831
G08F151,117.09753,36.2545
G08F161,117.10256,36.25601
G08F171,116.1011,35.9625
H080121,117.2758333,36.22694444
H080122,117.2758333,36.22694444
H080123,117.2758333,36.22694444
H080141,117.18643,36.30835
H080161,117.246945,35.957222
H080162,117.246945,35.957222
H080163,117.246945,35.957222
H080181,117.386945,36.216112
H080182,117.386945,36.216112
H080183,117.386945,36.216112
H080271,117.23743,36.30032
H080272,117.23743,36.30032
H080273,117.23743,36.30032
H080421,117.33684,36.24548
H080422,117.33684,36.24548
H080423,117.33684,36.24548
H080431,117.19136,35.96409
H080432,117.19136,35.96409
H080433,117.19136,35.96409
H080451,117.13233,36.29855
H080452,117.13233,36.29855
H080471,117.31582,36.19045
H080472,117.31582,36.19045
H080473,117.31582,36.19045
H080501,117.27707,35.90466
H080502,117.27707,35.90466
H080503,117.27707,35.90466
H080621,117.292222,36.403333
H080691,117.3597,36.32464
H080721,117.24959,36.21554
H080722,117.24959,36.21554
H080723,117.24959,36.21554
H080731,117.15966,36.26136
H080781,117.2130556,36.35666667
H080841,117.2994,36.349
H080842,117.2994,36.349
H080843,117.2994,36.349
H080951,117.33032,36.29774
H080961,117.19955,35.903
H080962,117.19955,35.903
H080963,117.19955,35.903
H080964,117.19955,35.903
H080991,117.26517,36.24258
H080992,117.26517,36.24258
H080993,117.26517,36.24258
H081121,117.352778,35.851667
H081122,117.352778,35.851667
H081123,117.352778,35.851667
H081151,117.371667,35.955555
H081152,117.371667,35.955555
H081153,117.371667,35.955555
H081171,117.587778,35.680278
H081172,117.587778,35.680278
H081173,117.587778,35.680278
H081241,117.619167,35.812222
H081242,117.619167,35.812222
H081243,117.619167,35.812222
H081251,117.497778,35.761388
H081252,117.497778,35.761388
H081253,117.497778,35.761388
H081301,117.314722,35.860278
H081302,117.314722,35.860278
H081303,117.314722,35.860278
H081391,117.491388,35.840833
H081421,117.619722,35.743888
H081431,117.537222,35.733333
H081432,117.537222,35.733333
H081433,117.537222,35.733333
H081551,117.37675,35.89889
H081552,117.37675,35.89889
H081553,117.37675,35.89889
H081571,117.439167,35.813611
H081572,117.439167,35.813611
H081573,117.439167,35.813611
H081621,117.359167,35.986667
H081622,117.359167,35.986667
H081623,117.359167,35.986667
H081681,117.3937,36.0012
H081711,117.3549,35.8076
H081712,117.3549,35.8076
H081713,117.3549,35.8076
H081741,117.553,35.7578
H081751,117.4432,35.7711
H081752,117.4432,35.7711
H081753,117.4432,35.7711
H081761,117.5378,35.828
H081762,117.5378,35.828
H081763,117.5378,35.828
H081771,117.4681,35.8642
H081772,117.4681,35.8642
H081773,117.4681,35.8642
H081821,117.3958,35.8451
H081822,117.3958,35.8451
H081823,117.3958,35.8451
H081881,117.64308,35.72264
H081882,117.64308,35.72264
H081883,117.64308,35.72264
H081901,117.57281,35.71967
H081902,117.57281,35.71967
H081903,117.57281,35.71967
H081921,117.33278,35.90983
H081922,117.33278,35.90983
H081923,117.33278,35.90983
H081931,117.3173,35.818
H081971,117.4186667,35.87530556
H081972,117.4186667,35.87530556
H081973,117.4186667,35.87530556
H082101,116.82691,36.08643
H082121,116.770555,35.973333
H082122,116.770555,35.973333
H082123,116.770555,35.973333
H082124,116.770555,35.973333
H082141,116.878055,35.956112
H082142,116.878055,35.956112
H082143,116.878055,35.956112
H082144,116.878055,35.956112
H082151,116.63196,36.14093
H082152,116.63196,36.14093
H082153,116.63196,36.14093
H082161,116.761112,36.069722
H082162,116.761112,36.069722
H082163,116.761112,36.069722
H082171,116.606112,36.070555
H082172,116.606112,36.070555
H082173,116.606112,36.070555
H082181,116.680555,35.960833
H082182,116.680555,35.960833
H082183,116.680555,35.960833
H082201,116.870278,36.005278
H082202,116.870278,36.005278
H082203,116.870278,36.005278
H082211,116.90623,36.04693
H082212,116.90623,36.04693
H082213,116.90623,36.04693
H082221,116.733888,36.050555
H082301,116.77279,35.9257
H082302,116.77279,35.9257
H082303,116.77279,35.9257
H082321,116.55955,36.09388
H082322,116.55955,36.09388
H082323,116.55955,36.09388
H082331,116.93173,35.96477
H082332,116.93173,35.96477
H082333,116.93173,35.96477
H082341,116.82782,35.98164
H082342,116.82782,35.98164
H082343,116.82782,35.98164
H082401,116.87158,36.09835
H082421,116.67317,35.94315
H082491,116.60237,36.11992
H082521,116.70472,36.11392
H082531,116.78671,36.03795
H082541,116.81149,36.06993
H082551,116.84033,35.91647
H082552,116.84033,35.91647
H082553,116.84033,35.91647
H082581,116.72415,35.93395
H082591,116.9423,36.01147
H082601,116.65181,36.10862
H082611,116.82727,35.94652
H082621,116.71149,36.0258
H082622,116.71149,36.0258
H082631,116.83626,36.1153
H082641,116.77718,36.12362
H082671,116.5587,36.1329
H082681,116.7325,36.0997
H082691,116.6719,36.0777
H082711,116.8571,36.0372
H082741,116.9218,36.01089
H082751,116.8191,35.923
H082761,116.8651,35.92842
H082781,116.649,35.9597
H082791,116.8992,35.9795
H082831,116.7079,36.0825
H082832,116.7079,36.0825
H082833,116.7079,36.0825
H082841,116.9292,36.0275
H082842,116.9292,36.0275
H082843,116.9292,36.0275
H082851,116.8236,35.9961
H082851,116.8236,35.9961
H082852,116.8236,35.9961
H082852,116.8236,35.9961
H082853,116.8236,35.9961
H082853,116.8236,35.9961
H082881,116.6402,36.0496
H082882,116.6402,36.0496
H082883,116.6402,36.0496
H082891,116.6676,36.1413
H082892,116.6676,36.1413
H082893,116.6676,36.1413
H082951,116.73436,36.01239
H082952,116.73436,36.01239
H082953,116.73436,36.01239
H082961,116.8895,36.02497
H082962,116.8895,36.02497
H082963,116.8895,36.02497
H082971,116.6316,36.0962
H082972,116.6316,36.0962
H082973,116.6316,36.0962
H082981,116.72481,36.1325
H082982,116.72481,36.1325
H082983,116.72481,36.1325
H082991,116.69406,36.06028
H082992,116.69406,36.06028
H082993,116.69406,36.06028
H083121,116.698333,35.86
H083122,116.698333,35.86
H083123,116.698333,35.86
H083151,117.193888,35.857222
H083152,117.193888,35.857222
H083153,117.193888,35.857222
H083171,116.788,35.84269
H083172,116.788,35.84269
H083173,116.788,35.84269
H083211,116.854445,35.866945
H083212,116.854445,35.866945
H083213,116.854445,35.866945
H083271,117.222778,35.817222
H083272,117.222778,35.817222
H083273,117.222778,35.817222
H083291,116.664445,35.846388
H083292,116.664445,35.846388
H083293,116.664445,35.846388
H083311,116.711,35.794
H083312,116.711,35.794
H083313,116.711,35.794
H083361,116.738611,35.839167
H083362,116.738611,35.839167
H083363,116.738611,35.839167
H083371,116.83062,35.82369
H083372,116.83062,35.82369
H083373,116.83062,35.82369
H083401,116.93,35.9
H083402,116.93,35.9
H083403,116.93,35.9
H083431,116.761111,35.865833
H083432,116.761111,35.865833
H083433,116.761111,35.865833
H083461,117.1636111,35.83861111
H083462,117.1636111,35.83861111
H083471,116.7017,35.897
H083472,116.7017,35.897
H083473,116.7017,35.897
H083491,116.7561111,35.80333333
H083492,116.7561111,35.80333333
H083493,116.7561111,35.80333333
H083501,117.2772222,35.79222222
H083502,117.2772222,35.79222222
H083503,117.2772222,35.79222222
H083511,116.8051,35.8851
H083521,117.2532,35.8481
H083522,117.2532,35.8481
H083523,117.2532,35.8481
H083531,117.1786,35.8108
H083701,116.9047,35.8818
H083702,116.9047,35.8818
H083703,116.9047,35.8818
H083721,116.7878,35.8135
H083722,116.7878,35.8135
H083723,116.7878,35.8135
H083751,116.87732,35.84462
H083752,116.87732,35.84462
H083753,116.87732,35.84462
H083791,116.80247,35.86889
H083792,116.80247,35.86889
H083793,116.80247,35.86889
H083801,116.73461,35.85814
H083802,116.73461,35.85814
H083803,116.73461,35.85814
H083831,117.1914,35.7912
H083832,117.1914,35.7912
H083833,117.1914,35.7912
H083841,117.17221,35.89421
H083842,117.17221,35.89421
H083843,117.17221,35.89421
H083891,116.69451,35.82732
H083892,116.69451,35.82732
H083893,116.69451,35.82732
H083901,116.89764,35.82665
H083902,116.89764,35.82665
H083903,116.89764,35.82665
H083911,117.26187,35.81432
H083912,117.26187,35.81432
H083913,117.26187,35.81432
H083931,116.89317,35.91666
H083932,116.89317,35.91666
H083933,116.89317,35.91666
H083951,117.23348,35.79482
H083952,117.23348,35.79482
H083953,117.23348,35.79482
H084111,116.169722,36.107222
H084112,116.169722,36.107222
H084113,116.169722,36.107222
H084114,116.169722,36.107222
H084121,116.096945,35.971388
H084122,116.096945,35.971388
H084123,116.096945,35.971388
H084161,116.5625,35.950555
H084162,116.5625,35.950555
H084163,116.5625,35.950555
H084191,116.125,36.058055
H084192,116.125,36.058055
H084193,116.125,36.058055
H084201,116.241112,36.13
H084202,116.241112,36.13
H084231,116.220278,35.901388
H084232,116.220278,35.901388
H084233,116.220278,35.901388
H084241,116.11,35.914167
H084242,116.11,35.914167
H084243,116.11,35.914167
H084261,116.584722,35.983055
H084262,116.584722,35.983055
H084263,116.584722,35.983055
H084301,116.5187,35.9386
H084321,116.093888,36.05
H084322,116.093888,36.05
H084323,116.093888,36.05
H084341,116.585556,35.920833
H084342,116.585556,35.920833
H084343,116.585556,35.920833
H084351,116.175556,36.042778
H084352,116.175556,36.042778
H084353,116.175556,36.042778
H084371,116.535556,36.020833
H084391,116.123611,36.011944
H084392,116.123611,36.011944
H084393,116.123611,36.011944
H084401,116.1075,36.10972222
H084402,116.1075,36.10972222
H084403,116.1075,36.10972222
H084471,116.5194444,36.05722222
H084472,116.5194444,36.05722222
H084473,116.5194444,36.05722222
H084491,116.627222,36.025
H084501,116.2268,36.0817
H084511,116.6156,35.9417
H084521,116.5279,35.9709
H084531,116.1498,35.9106
H084532,116.1498,35.9106
H084533,116.1498,35.9106
H084551,116.0644,35.9593
H084552,116.0644,35.9593
H084553,116.0644,35.9593
H084681,116.05781,36.00631
H084741,116.202778,36.148333
H084742,116.202778,36.148333
H084743,116.202778,36.148333
H084761,116.59333,35.93903
H084762,116.59333,35.93903
H084763,116.59333,35.93903
H084771,116.61089,35.99201
H084772,116.61089,35.99201
H084773,116.61089,35.99201
H084821,116.15814,36.04732
H084822,116.15814,36.04732
H084823,116.15814,36.04732
H084841,116.13851,36.08091
H084842,116.13851,36.08091
H084843,116.13851,36.08091
H084851,116.18301,36.08421
H084852,116.18301,36.08421
H084853,116.18301,36.08421
H084891,116.22082,36.04225
H084892,116.22082,36.04225
H084893,116.22082,36.04225
H084911,116.53715,35.89765
H084912,116.53715,35.89765
H084913,116.53715,35.89765
H084921,116.13873,36.12571
H084922,116.13873,36.12571
H084923,116.13873,36.12571
H084951,116.0827222,35.91344444
H084952,116.0827222,35.91344444
H084953,116.0827222,35.91344444
H085061,117.23893,36.3877
H085071,117.2997,36.43169
H085141,117.33523,36.46133
H085221,117.2713,36.2752
H085222,117.2713,36.2752
H085223,117.2713,36.2752
H085251,117.2821,36.178
H085252,117.2821,36.178
H085253,117.2821,36.178
H085261,117.2843,36.3797
H085301,117.2316,35.9876
H085302,117.2316,35.9876
H085303,117.2316,35.9876
H085411,117.241,35.8828
H085412,117.241,35.8828
H085413,117.241,35.8828
H085441,117.0951,36.3244
H085471,117.3018,36.3736
H085481,117.21611,36.34022
H085482,117.21611,36.34022
H085483,117.21611,36.34022
H085521,117.31045,35.95423
H085522,117.31045,35.95423
H085523,117.31045,35.95423
H085541,117.38781,36.18031
H085542,117.38781,36.18031
H085543,117.38781,36.18031
H085561,117.3494,36.2471
H085562,117.3494,36.2471
H085563,117.3494,36.2471
H085581,117.1631,36.3378
H085582,117.1631,36.3378
H085583,117.1631,36.3378
H085591,117.27075,35.98327
H085592,117.27075,35.98327
H085593,117.27075,35.98327
H085611,117.302,36.3317
H085612,117.302,36.3317
H085613,117.302,36.3317
H085631,117.27271,36.42821
H085641,117.26712,36.40861
H085681,117.26832,36.20664
H085682,117.26832,36.20664
H085683,117.26832,36.20664
H085701,117.37771,36.25222
H085702,117.37771,36.25222
H085703,117.37771,36.25222
H085711,117.2328333,36.26447222
H085712,117.2328333,36.26447222
H085713,117.2328333,36.26447222
H085721,117.3319444,36.20002778
H085722,117.3319444,36.20002778
H085723,117.3319444,36.20002778
H085751,117.2160278,36.27863889
H085752,117.2160278,36.27863889
H085753,117.2160278,36.27863889
H085761,117.3036389,36.22572222
H085761,117.3036389,36.22572222
H085762,117.3036389,36.22572222
H085762,117.3036389,36.22572222
H085763,117.3036389,36.22572222
H085763,117.3036389,36.22572222
H085811,117.1756111,35.90761111
H085812,117.1756111,35.90761111
H085813,117.1756111,35.90761111
H085831,117.3728889,36.28313889
H085832,117.3728889,36.28313889
H085833,117.3728889,36.28313889
H085931,117.2533056,36.33358333
H085932,117.2533056,36.33358333
H085933,117.2533056,36.33358333
H085961,117.42902,36.19709
H085962,117.42902,36.19709
H085963,117.42902,36.19709
H086021,117.52945,35.80018
H086022,117.52945,35.80018
H086023,117.52945,35.80018
H086051,117.5861,35.8103
H086052,117.5861,35.8103
H086053,117.5861,35.8103
H086111,117.3999,35.9691
H086112,117.3999,35.9691
H086113,117.3999,35.9691
H086141,117.44544,35.84544
H086142,117.44544,35.84544
H086143,117.44544,35.84544
H086171,117.48083,35.75205
H086172,117.48083,35.75205
H086173,117.48083,35.75205
H086191,117.6095,35.7058
H086192,117.6095,35.7058
H086193,117.6095,35.7058
H086201,117.5791,35.6495
H086202,117.5791,35.6495
H086203,117.5791,35.6495
H086271,117.47928,35.79207
H086272,117.47928,35.79207
H086273,117.47928,35.79207
H086281,117.5516,35.6761
H086282,117.5516,35.6761
H086283,117.5516,35.6761
H086331,117.32521,35.92591
H086332,117.32521,35.92591
H086333,117.32521,35.92591
H086471,117.4089444,35.79544444
H086472,117.4089444,35.79544444
H086473,117.4089444,35.79544444
H086521,117.53674,35.69995
H086522,117.53674,35.69995
H086523,117.53674,35.69995
H086531,117.6140278,35.77555556
H086532,117.6140278,35.77555556
H086533,117.6140278,35.77555556
H086591,117.2893889,35.87727778
H086592,117.2893889,35.87727778
H086593,117.2893889,35.87727778
H086601,117.3404722,35.88108333
H086602,117.3404722,35.88108333
H086603,117.3404722,35.88108333
H087001,116.8008,36.1214
H087002,116.8008,36.1214
H087003,116.8008,36.1214
H087011,116.74306,35.89969
H087012,116.74306,35.89969
H087013,116.74306,35.89969
H087021,116.71769,35.97944
H087022,116.71769,35.97944
H087023,116.71769,35.97944
H087041,116.66431,36.01191
H087051,116.9024,35.9579
H087052,116.9024,35.9579
H087053,116.9024,35.9579
H087061,116.8561,35.9745
H087062,116.8561,35.9745
H087063,116.8561,35.9745
H087071,116.9494,35.982
H087072,116.9494,35.982
H087073,116.9494,35.982
H087081,116.8045,35.969
H087082,116.8045,35.969
H087083,116.8045,35.969
H087091,116.88334,36.07623
H087092,116.88334,36.07623
H087093,116.88334,36.07623
H087101,116.59052,36.04861
H087102,116.59052,36.04861
H087103,116.59052,36.04861
H087121,116.58985,36.13411
H087122,116.58985,36.13411
H087123,116.58985,36.13411
H087151,116.77753,36.05042
H087152,116.77753,36.05042
H087153,116.77753,36.05042
H087161,116.5861389,36.11069444
H087162,116.5861389,36.11069444
H087163,116.5861389,36.11069444
H087251,116.6815833,35.99177778
H087252,116.6815833,35.99177778
H087253,116.6815833,35.99177778
H087261,116.7981667,35.91066667
H087261,116.7981667,35.91066667
H087262,116.7981667,35.91066667
H087262,116.7981667,35.91066667
H087263,116.7981667,35.91066667
H087263,116.7981667,35.91066667
H087271,116.7484722,36.0375
H087272,116.7484722,36.0375
H087273,116.7484722,36.0375
H087351,116.9096389,35.99313889
H087352,116.9096389,35.99313889
H087353,116.9096389,35.99313889
H087361,116.8479722,35.94011111
H087362,116.8479722,35.94011111
H087363,116.8479722,35.94011111
H087371,116.94575,35.97116667
H087372,116.94575,35.97116667
H087373,116.94575,35.97116667
H087391,116.7438056,35.95
H087392,116.7438056,35.95
H087393,116.7438056,35.95
H087401,116.7650556,36.00030556
H087402,116.7650556,36.00030556
H087403,116.7650556,36.00030556
H087411,116.5869167,36.09186111
H087412,116.5869167,36.09186111
H087413,116.5869167,36.09186111
H087441,116.9704444,36.02661111
H087442,116.9704444,36.02661111
H087443,116.9704444,36.02661111
H087451,116.7863056,35.94272222
H087452,116.7863056,35.94272222
H087453,116.7863056,35.94272222
H087601,116.96166,36.04499
H087602,116.96166,36.04499
H087603,116.96166,36.04499
H088021,116.62995,35.86576
H088022,116.62995,35.86576
H088023,116.62995,35.86576
H088031,116.68169,35.91045
H088032,116.68169,35.91045
H088033,116.68169,35.91045
H088081,116.8326944,35.85230556
H088082,116.8326944,35.85230556
H088083,116.8326944,35.85230556
H088131,116.71734,35.91241
H088132,116.71734,35.91241
H088133,116.71734,35.91241
H088161,116.7251389,35.82008333
H088162,116.7251389,35.82008333
H088163,116.7251389,35.82008333
H088171,117.2311111,35.86741667
H088172,117.2311111,35.86741667
H088173,117.2311111,35.86741667
H088191,117.1538056,35.82113889
H088192,117.1538056,35.82113889
H088193,117.1538056,35.82113889
H088211,117.1913889,35.84144444
H088212,117.1913889,35.84144444
H088213,117.1913889,35.84144444
H089051,116.08565,35.93171
H089052,116.08565,35.93171
H089053,116.08565,35.93171
H089071,116.12145,35.89795
H089072,116.12145,35.89795
H089073,116.12145,35.89795
H089101,116.1199444,36.09108333
H089102,116.1199444,36.09108333
H089103,116.1199444,36.09108333
H089121,116.1819444,36.12186111
H089122,116.1819444,36.12186111
H089123,116.1819444,36.12186111
H089141,116.5647778,36.04983333
H089142,116.5647778,36.04983333
H089143,116.5647778,36.04983333
H089191,116.59742,36.01667
H089192,116.59742,36.01667
H089193,116.59742,36.01667
H089201,116.55916,35.99518
H089202,116.55916,35.99518
H089203,116.55916,35.99518
H089211,116.54159,35.92754
H089212,116.54159,35.92754
H089213,116.54159,35.92754
H089241,116.54404,36.05956
H089242,116.54404,36.05956
H089243,116.54404,36.05956
G086481,117.5026111,36.01177778
G086482,117.5026111,36.01177778
G086483,117.5026111,36.01177778
G087561,116.76849,36.20188
G087562,116.76849,36.20188
G087563,116.76849,36.20188
G087781,116.61898,36.23442
G087782,116.61898,36.23442
G087783,116.61898,36.23442
H087591,116.55523,36.07291
H087592,116.55523,36.07291
H087593,116.55523,36.07291
H087481,116.63455,36.07608
H087482,116.63455,36.07608
H087483,116.63455,36.07608
G086921,117.75671,35.90495
G086922,117.75671,35.90495
G086923,117.75671,35.90495
G086931,117.73542,35.91174
G086932,117.73542,35.91174
G086933,117.73542,35.91174
G086941,117.75802,35.90906
G086942,117.75802,35.90906
G086943,117.75802,35.90906
G086961,117.75967,35.91785
G086962,117.75967,35.91785
G086963,117.75967,35.91785
G086971,117.76273,35.90284
G086972,117.76273,35.90284
G086973,117.76273,35.90284
G086871,117.75238,35.90629
G086872,117.75238,35.90629
G086873,117.75238,35.90629
G086901,117.76563,35.91301
G086902,117.76563,35.91301
G086903,117.76563,35.91301
G08A031,117.10406,36.20651
G08A032,117.10406,36.20651
G08A033,117.10406,36.20651
G08A171,117.03823,36.22051
G08A172,117.03823,36.22051
G08A173,117.03823,36.22051
G08A174,117.03823,36.22051
H08A161,117.14031,36.31247
H08A162,117.14031,36.31247
G08A011,117.14301,36.20161
G08A012,117.14301,36.20161
G08A013,117.14301,36.20161
H08A181,117.35318,36.34651
H08A182,117.35318,36.34651
H08A183,117.35318,36.34651
H08A191,117.31256,36.34601
H08A192,117.31256,36.34601
H08A193,117.31256,36.34601
H08A201,117.33018,36.35582
H08A202,117.33018,36.35582
H08A203,117.33018,36.35582
G08A071,117.09661,36.10815
G08A072,117.09661,36.10815
G08A073,117.09661,36.10815
G08A021,117.05496,36.18656
G08A022,117.05496,36.18656
G08A023,117.05496,36.18656
G08A111,117.13372,36.20308
G08A112,117.13372,36.20308
G08A113,117.13372,36.20308
G08A271,116.97018,36.12136
G08A272,116.97018,36.12136
G08A273,116.97018,36.12136
H08A281,117.18341,35.92784
H08A282,117.18341,35.92784
H08A283,117.18341,35.92784
H08A291,117.29377,35.94562
H08A292,117.29377,35.94562
H08A293,117.29377,35.94562
H08A331,117.35205,36.22739
H08A332,117.35205,36.22739
H08A333,117.35205,36.22739
H086611,117.25245,35.87232
H086612,117.25245,35.87232
H086613,117.25245,35.87232
H086651,117.52538,35.69282
H086652,117.52538,35.69282
H086653,117.52538,35.69282
G086721,117.90831,35.89125
G086722,117.90831,35.89125
G086723,117.90831,35.89125
G086741,117.87636,35.92942
G086742,117.87636,35.92942
G086743,117.87636,35.92942
G086771,117.52995,35.86915
G086772,117.52995,35.86915
G086773,117.52995,35.86915
G087211,116.68214,36.20549
G087212,116.68214,36.20549
G087213,116.68214,36.20549
G087491,116.81876,36.25768
G087492,116.81876,36.25768
G087493,116.81876,36.25768
H087521,116.87424,36.04291
H087522,116.87424,36.04291
H087523,116.87424,36.04291
H087531,116.85298,36.01519
H087532,116.85298,36.01519
H087533,116.85298,36.01519
H087541,116.78081,35.90643
H087542,116.78081,35.90643
