"toUserId","fromUserId","freq"
54,1937,1
54,1943,1
54,1962,1
54,1976,1
54,1978,1
54,1980,1
54,1999,1
54,2019,1
54,2057,1
54,2063,1
54,2085,1
54,2094,1
54,2113,1
54,2165,1
54,2179,1
54,2204,1
54,2234,1
54,2236,1
54,2286,1
54,2335,1
54,2473,1
54,2483,2
54,2521,1
54,2550,1
54,2553,1
54,2587,1
54,2588,1
54,2607,1
54,2646,1
54,2696,1
54,2699,1
54,2727,1
54,2744,1
54,2754,1
54,2793,1
54,2895,1
54,2915,1
54,2976,1
54,2980,1
54,2981,1
54,2987,1
54,3006,1
54,3016,1
54,3091,1
54,3094,1
54,3097,1
54,3100,1
54,3105,1
54,3123,1
54,3191,1
54,3204,1
54,3312,1
54,3315,1
54,3358,1
54,3360,1
54,3361,1
54,3362,1
54,3413,1
54,3419,1
54,3429,1
54,3442,2
54,3453,1
54,3482,1
54,3499,1
54,3522,1
54,3532,1
54,3553,1
54,3575,1
54,3638,1
54,3687,1
54,3714,1
54,3734,1
54,3846,1
54,3872,1
54,3924,1
54,3927,1
54,3942,1
54,3947,1
54,3969,3
54,3984,1
54,4047,2
54,4070,1
54,4095,1
54,4138,1
54,4147,1
54,4170,1
54,4199,1
54,4208,1
54,4210,1
54,4237,1
54,4274,1
54,4310,1
54,4319,1
54,4424,4
54,4501,17
54,4509,1
54,4522,2
54,4537,1
54,4560,1
54,4562,1
54,4566,1
54,4622,1
54,4697,1
54,4701,1
54,4720,1
54,4730,1
54,4779,1
54,4793,1
54,4834,2
54,4864,1
54,4958,1
54,5050,4
54,5075,1
54,5093,1
54,5134,1
54,5147,1
54,5164,2
54,5166,1
54,5182,1
54,5219,1
54,5253,1
54,5328,1
54,5385,1
54,5410,1
54,5424,1
54,5445,1
54,5506,1
54,5574,1
54,5675,1
54,5729,2
54,5791,2
54,5800,1
54,5832,1
54,5834,1
54,5896,2
54,5919,1
54,5922,1
54,5929,1
54,5975,1
54,6024,1
54,6048,1
54,6058,1
54,6065,1
54,6096,1
54,6194,1
54,6251,1
54,6319,1
54,6356,1
54,6439,1
54,6485,1
54,6521,1
54,6534,1
54,6542,1
54,6559,1
54,6628,1
54,6655,1
54,6658,1
54,6675,1
54,6748,1
54,6788,1
54,6821,1
54,6847,1
54,6852,1
54,6854,1
54,6918,1
54,6935,1
54,6939,1
54,7049,1
54,7088,1
54,7172,1
54,7238,1
54,7316,1
54,7380,1
54,7384,1
54,7427,1
54,7551,1
54,7562,1
54,7692,1
54,7756,1
54,7808,1
54,7858,1
54,7874,1
54,7883,1
54,7932,1
54,7983,1
54,8003,2
54,8163,1
54,8166,1
54,8418,1
54,8463,1
54,8550,1
54,8733,1
54,8753,1
54,8756,1
54,8783,1
54,8824,1
54,8832,1
54,8884,1
54,8887,1
54,8896,2
70,7,3
70,13,1
70,17,1
70,22,1
70,43,1
70,47,1
70,53,1
70,55,1
70,71,2
70,72,1
70,73,1
70,76,3
70,89,1
70,110,1
70,125,1
70,148,2
70,178,1
70,179,2
70,202,1
70,207,1
70,218,1
70,219,1
70,237,1
70,251,1
70,304,1
70,308,1
70,316,1
70,317,1
70,327,1
70,339,1
70,357,1
70,359,1
70,389,3
70,395,2
70,414,6
70,418,1
70,462,1
70,486,1
70,492,1
70,495,1
70,556,1
70,557,1
70,568,1
70,575,1
70,578,1
70,613,1
70,618,3
70,635,1
70,654,1
70,660,1
70,689,1
70,731,1
70,735,1
70,756,1
70,784,4
70,796,1
70,811,1
70,824,1
70,838,1
70,847,1
70,876,1
70,881,1
70,922,2
70,943,1
70,963,1
70,969,1
70,997,1
70,1003,3
70,1013,1
70,1107,1
70,1108,1
70,1117,1
70,1171,1
70,1186,1
70,1251,1
70,1252,1
70,1272,1
70,1314,1
70,1325,1
70,1418,2
70,1420,1
70,1422,1
70,1427,2
70,1430,1
70,1516,1
70,1520,1
70,1543,1
70,1569,3
70,1581,1
70,1590,1
70,1607,1
70,1613,1
70,1618,1
70,1638,1
70,1641,1
70,1643,1
70,1671,1
70,1681,1
70,1696,2
70,1713,1
70,1843,1
70,1851,1
70,1857,1
70,1864,1
70,1870,1
70,1878,1
70,1895,1
70,1897,1
70,1902,1
70,1908,3
70,1975,1
70,1976,1
70,2143,1
70,2168,1
70,2222,2
70,2234,1
70,2235,1
70,2238,1
70,2239,4
70,2248,1
70,2283,1
70,2298,1
70,2306,2
70,2313,1
70,2354,1
70,2377,1
70,2412,1
70,2508,1
70,2520,1
70,2550,1
70,2585,1
70,2588,1
70,2591,1
70,2689,2
70,2698,1
70,2700,1
70,2720,1
70,2739,1
70,2745,1
70,2748,1
70,2754,1
70,2756,1
70,2762,1
70,2801,1
70,2817,1
70,2839,1
70,2877,1
70,2939,2
70,2965,1
70,2981,2
70,2982,1
70,2988,1
70,2999,1
70,3020,1
70,3025,1
70,3082,1
70,3089,1
70,3109,1
70,3224,1
70,3257,1
70,3294,1
70,3311,1
70,3337,1
70,3348,1
70,3355,1
70,3392,1
70,3402,1
70,3477,1
70,3482,1
70,3523,1
70,3533,1
70,3544,1
70,3554,1
70,3604,1
70,3630,1
70,3633,1
70,3639,1
70,3640,1
70,3673,1
70,3693,1
70,3709,1
70,3738,1
70,3760,1
70,3782,1
70,3792,1
70,3806,1
70,3809,2
70,3849,1
70,3886,1
70,3918,1
70,3921,1
70,3974,1
70,3975,1
70,3990,1
70,4050,1
70,4060,1
70,4122,1
70,4136,1
70,4144,1
70,4281,1
70,4283,1
70,4286,1
70,4298,1
70,4326,1
70,4343,1
70,4349,1
70,4352,1
70,4375,1
70,4417,2
70,4420,1
70,4423,1
70,4436,1
70,4450,1
70,4460,1
70,4486,1
70,4488,1
70,4508,1
70,4525,1
70,4580,1
70,4674,1
70,4753,1
70,4755,1
70,4766,1
70,4789,1
70,4814,1
70,4839,1
70,4903,1
70,4932,2
70,4947,1
70,5010,1
70,5050,1
70,5065,1
70,5085,1
70,5182,1
70,5198,1
70,5272,1
70,5283,2
70,5289,1
70,5300,1
70,5315,1
70,5327,1
70,5357,1
70,5409,1
70,5441,1
70,5460,1
70,5559,1
70,5649,1
70,5719,1
70,5749,1
70,5762,1
70,5778,1
70,5835,1
70,5913,1
70,5936,1
70,5943,1
70,5946,1
70,5983,1
70,5992,1
70,6012,1
70,6082,1
70,6100,1
70,6124,1
70,6139,1
70,6167,1
70,6212,1
70,6251,2
70,6275,1
70,6280,1
70,6319,1
70,6399,1
70,6432,1
70,6511,1
70,6531,1
70,6555,1
70,6585,1
70,6608,1
70,6676,1
70,6684,1
70,6692,1
70,6693,2
70,6749,1
70,6767,1
70,6822,2
70,6972,1
70,6996,1
70,7052,1
70,7060,1
70,7072,1
70,7142,1
70,7222,1
70,7295,1
70,7354,1
70,7386,1
70,7431,2
70,7434,1
70,7492,1
70,7506,1
70,7550,1
70,7553,2
70,7573,1
70,7671,1
70,7685,2
70,7774,1
70,7782,3
70,7809,1
70,7825,1
70,7843,1
70,7946,1
70,7977,1
70,8044,1
70,8059,1
70,8062,1
70,8101,1
70,8106,1
70,8150,1
70,8156,1
70,8194,1
70,8217,1
70,8234,1
70,8246,1
70,8248,2
70,8427,1
70,8435,1
70,8477,1
70,8499,1
70,8549,1
70,8636,1
70,8641,1
70,8648,1
70,8652,1
70,8663,1
70,8678,1
70,8726,1
70,8730,1
70,8751,1
70,8789,1
70,8817,1
70,8842,2
12,6136,1
12,6471,1
113,9,1
113,32,1
113,37,1
113,43,2
113,55,1
113,64,1
113,72,1
113,86,1
113,107,1
113,110,1
113,115,1
113,116,1
113,128,1
113,134,1
113,159,1
113,168,1
113,169,1
113,198,1
113,211,1
113,227,1
113,246,1
113,263,1
113,271,1
113,284,1
113,300,1
113,327,1
113,347,1
113,365,1
113,366,1
113,368,1
113,421,1
113,445,1
113,522,1
113,658,1
113,662,1
113,756,2
113,771,1
113,816,1
113,845,1
113,884,1
113,888,1
113,911,1
113,915,1
113,963,1
113,1006,1
113,1044,1
113,1072,1
113,1081,2
113,1104,1
113,1166,1
113,1184,1
113,1196,2
113,1206,1
113,1238,1
113,1342,1
113,1354,1
113,1368,1
113,1384,1
113,1427,1
113,1469,1
113,1543,1
113,1625,1
113,1705,1
113,1766,1
113,1839,1
113,1871,1
113,1872,1
113,1885,1
113,1907,1
113,1993,1
113,2013,1
113,2023,1
113,2219,1
113,2413,1
113,2506,1
113,2530,1
113,2636,1
113,2689,1
113,2841,1
113,2906,1
113,3163,1
113,3249,1
113,3324,1
113,3366,1
113,3433,1
113,3638,1
113,3717,1
113,3750,1
113,3794,1
113,3863,1
113,3930,1
113,3945,1
113,4266,1
113,4392,1
113,4424,1
113,4480,1
113,4578,1
113,4582,1
113,4668,1
113,4809,1
113,4849,1
113,5021,1
113,5050,1
113,5546,1
113,5552,1
113,6086,1
113,6203,1
113,6356,1
113,6383,1
113,6401,1
113,6623,1
113,6718,1
113,7272,1
113,7476,1
113,7506,1
113,7885,1
113,7946,1
113,7989,1
113,8894,1
129,6,1
129,7,1
129,46,1
129,127,1
129,166,1
129,167,1
129,176,1
129,187,1
129,195,1
129,217,1
129,246,2
129,248,1
129,251,3
129,254,1
129,267,1
129,282,1
129,288,1
129,301,5
129,312,2
129,375,1
129,377,1
129,471,2
129,486,2
129,524,1
129,533,1
129,575,1
129,609,1
129,676,1
129,744,1
129,763,1
129,816,2
129,885,1
129,886,1
129,947,1
129,1022,1
129,1197,1
129,1253,1
129,1346,1
129,1365,1
129,1414,1
129,1430,1
129,1447,1
129,1474,1
129,1543,1
129,1580,1
129,1588,1
129,1606,1
129,1612,1
129,1645,1
129,1656,1
129,1766,1
129,1796,1
129,1942,2
129,1957,1
129,1976,1
129,2116,1
129,2186,1
129,2214,1
129,2321,1
129,2355,1
129,2370,1
129,2465,1
129,2508,1
129,2538,1
129,2576,1
129,2578,1
129,2786,1
129,2861,1
129,2896,1
129,3002,1
129,3018,1
129,3139,1
129,3200,1
129,3481,1
129,3502,1
129,3532,2
129,3596,1
129,3607,1
129,3610,1
129,3705,1
129,3723,1
129,3782,1
129,3797,1
129,3845,1
129,3853,1
129,3873,1
129,4086,1
129,4087,1
129,4147,1
129,4230,1
129,4509,1
129,4604,1
129,4793,1
129,5050,2
129,5086,1
129,5164,1
129,5365,1
129,5412,1
129,5466,1
129,5572,1
129,5721,1
129,5867,1
129,5991,1
129,6027,1
129,6035,1
129,6144,1
129,6377,1
129,6644,1
129,6693,3
129,6721,1
129,6820,2
129,7008,1
129,7067,1
129,7299,1
129,7644,1
129,7686,1
129,7860,1
129,8413,1
129,8512,1
129,8555,1
129,8571,1
129,8790,1
130,76,1
130,108,2
130,264,1
130,348,1
130,449,1
130,720,1
130,1226,1
130,2785,1
130,3611,1
130,3962,1
130,5472,1
135,125,1
135,365,1
135,395,1
135,422,2
135,510,1
135,817,1
135,895,1
135,1268,1
135,1317,1
135,1671,1
135,2019,1
135,2026,1
135,3481,1
135,3623,1
135,3765,1
135,3925,1
135,4488,1
135,5237,1
135,5385,1
135,5568,1
135,5780,1
135,6849,1
135,8768,2
17,3270,1
138,3191,1
138,3405,1
138,4529,1
141,15,1
141,77,1
141,110,1
141,125,1
141,136,1
141,200,1
141,202,1
141,248,1
141,251,2
141,265,1
141,287,1
141,296,1
141,357,1
141,414,2
141,418,2
141,458,2
141,504,1
141,545,1
141,554,3
141,575,2
141,615,1
141,622,1
141,701,1
141,763,1
141,919,1
141,926,1
141,963,1
141,1003,2
141,1043,2
141,1078,1
141,1129,1
141,1140,1
141,1170,1
141,1175,1
141,1212,1
141,1364,1
141,1533,1
141,1557,1
141,1618,1
141,1622,1
141,1835,1
141,1996,1
141,2007,1
141,2094,1
141,2153,1
141,2220,1
141,2242,1
141,2324,2
141,2523,1
141,2539,1
141,2572,1
141,2745,1
141,2746,1
141,2780,2
141,2817,1
141,2875,1
141,2961,1
141,2981,1
141,2996,1
141,3192,1
141,3196,1
141,3361,1
141,3419,1
141,3452,1
141,3481,1
141,3723,1
141,3872,1
141,3873,1
141,3936,1
141,3969,1
141,4075,1
141,4199,1
141,4418,1
141,4427,1
141,4511,1
141,4721,1
141,4884,1
141,5050,2
141,5074,1
141,5164,7
141,5213,1
141,5231,1
141,5234,1
141,5381,1
141,5476,1
141,5646,1
141,5763,1
141,5780,1
141,5790,1
141,6000,1
141,6077,1
141,6231,1
141,6249,1
141,6275,1
141,6313,1
141,6349,1
141,6445,1
141,6574,1
141,6630,1
141,6675,2
141,6781,1
141,7071,1
141,7117,1
141,7130,1
141,7181,1
141,7899,1
141,8089,1
150,7,1
150,271,1
150,476,1
150,778,1
150,790,1
150,899,1
150,2624,1
150,3700,1
153,4,1
153,7,1
153,17,1
153,51,1
153,89,1
153,130,1
153,141,1
153,206,1
153,224,1
153,227,1
153,252,1
153,299,1
153,308,1
153,343,1
153,347,1
153,377,1
153,395,1
153,406,1
153,409,1
153,486,1
153,540,1
153,874,1
153,911,1
153,1020,1
153,1094,1
153,1357,1
153,1428,1
153,1434,1
153,1792,1
153,1804,1
153,2149,1
153,2514,1
153,2563,1
153,2609,1
153,3674,1
153,4115,1
153,4403,1
153,4780,1
153,5071,1
153,5106,1
153,5740,1
153,5781,1
153,6993,1
153,7171,1
153,7431,1
153,8022,1
153,8130,1
153,8438,1
153,8887,1
174,2947,1
174,5662,1
198,81,1
198,120,1
198,121,1
198,124,1
198,195,1
198,200,1
198,226,1
198,243,1
198,301,1
198,341,1
198,373,1
198,418,1
198,502,1
198,895,1
198,1223,1
198,1268,1
198,1560,1
198,1777,1
198,1957,1
198,2234,1
198,2320,1
198,2420,1
198,2689,1
198,2691,1
198,2872,1
198,3088,1
198,3419,1
198,3489,1
198,3521,1
198,3898,1
198,4027,1
198,4057,1
198,4325,1
198,4424,1
198,4630,1
198,4662,1
198,5484,1
198,5542,1
198,5856,1
198,5919,1
198,6125,1
198,6147,1
198,6549,1
198,6798,1
198,6896,1
198,7035,1
198,7953,1
198,8149,1
198,8613,1
198,8762,1
198,8887,1
201,6,1
201,7,1
201,8,1
201,18,1
201,20,1
201,24,1
201,27,2
201,33,2
201,37,1
201,39,1
201,49,1
201,55,1
201,62,1
201,64,1
201,70,1
201,71,2
201,76,2
201,94,2
201,96,1
201,97,1
201,102,1
201,106,2
201,108,1
201,131,1
201,138,1
201,139,1
201,143,1
201,145,1
201,147,1
201,151,2
201,155,1
201,179,1
201,180,2
201,187,1
201,188,1
201,195,1
201,200,1
201,202,1
201,205,1
201,210,1
201,221,1
201,227,2
201,228,1
201,238,1
201,247,1
201,250,1
201,256,1
201,275,1
201,284,1
201,307,1
201,316,1
201,362,1
201,377,1
201,382,1
201,400,1
201,403,1
201,405,1
201,406,1
201,411,2
201,413,1
201,414,1
201,418,2
201,448,1
201,457,1
201,458,1
201,483,1
201,486,1
201,493,1
201,496,1
201,505,1
201,522,1
201,554,1
201,572,1
201,577,1
201,583,1
201,599,1
201,604,1
201,613,1
201,614,1
201,622,1
201,630,2
201,643,1
201,650,2
201,651,2
201,670,1
201,679,1
201,682,1
201,711,1
201,719,1
201,729,1
201,744,1
201,807,1
201,823,1
201,838,1
201,860,1
201,872,1
201,878,1
201,897,2
201,920,2
201,944,1
201,948,1
201,957,1
201,965,1
201,1003,1
201,1023,1
201,1091,1
201,1099,1
201,1114,1
201,1117,1
201,1133,1
201,1140,1
201,1171,1
201,1176,1
201,1177,1
201,1212,1
201,1217,1
201,1234,1
201,1248,1
201,1250,1
201,1276,1
201,1287,1
201,1379,1
201,1457,1
201,1477,1
201,1499,1
201,1515,1
201,1516,2
201,1520,1
201,1583,1
201,1608,1
201,1619,1
201,1621,1
201,1715,1
201,1745,1
201,1841,1
201,1846,1
201,1870,1
201,1890,1
201,1956,1
201,2128,1
201,2222,1
201,2234,1
201,2258,1
201,2315,1
201,2355,1
201,2415,1
201,2458,1
201,2468,1
201,2472,1
201,2603,1
201,2710,1
201,2834,1
201,2876,1
201,2899,1
201,3128,2
201,3134,1
201,3507,2
201,3724,1
201,3760,1
201,3999,1
201,4761,1
201,4793,1
201,5066,1
201,5102,1
201,5159,1
201,6057,1
201,6060,1
201,6383,1
201,6399,1
201,6810,1
201,7128,1
201,7239,1
201,7390,1
201,7913,2
207,7,1
207,138,1
207,143,1
207,359,1
207,492,1
207,1083,1
207,1171,1
207,1252,1
207,1293,1
207,1702,1
207,2281,1
207,4655,1
207,8775,4
245,7,1
245,51,1
245,202,1
245,297,1
245,649,1
245,954,1
245,1374,1
245,3582,1
245,6440,1
251,1,1
251,4,1
251,6,1
251,24,1
251,29,3
251,66,1
251,68,1
251,71,1
251,76,1
251,93,1
251,101,1
251,102,1
251,111,1
251,120,1
251,129,1
251,140,1
251,141,2
251,148,2
251,156,1
251,164,1
251,180,2
251,187,1
251,192,2
251,193,1
251,195,2
251,196,1
251,198,1
251,200,2
251,202,4
251,206,2
251,219,2
251,248,1
251,254,1
251,265,1
251,270,1
251,282,1
251,301,1
251,333,1
251,337,1
251,338,1
251,339,1
251,341,1
251,347,1
251,382,1
251,395,1
251,405,1
251,406,2
251,414,1
251,417,1
251,418,1
251,420,1
251,433,1
251,443,2
251,448,1
251,458,2
251,490,2
251,493,2
251,496,1
251,521,1
251,522,3
251,547,1
251,551,2
251,554,1
251,559,2
251,569,1
251,585,1
251,592,2
251,600,1
251,718,1
251,763,7
251,776,1
251,784,1
251,803,1
251,817,1
251,820,1
251,847,3
251,895,2
251,898,1
251,942,1
251,997,1
251,1009,1
251,1018,1
251,1062,1
251,1064,1
251,1073,2
251,1084,1
251,1091,1
251,1133,2
251,1161,1
251,1168,1
251,1172,1
251,1175,1
251,1179,1
251,1234,1
251,1235,1
251,1246,1
251,1256,1
251,1262,1
251,1312,1
251,1327,1
251,1351,2
251,1361,1
251,1376,1
251,1422,1
251,1436,1
251,1447,1
251,1506,1
251,1522,1
251,1637,1
251,1690,1
251,1702,1
251,1712,1
251,1800,2
251,1826,1
251,1942,2
251,1990,1
251,2222,2
251,2362,1
251,2538,1
251,2678,1
251,2719,1
251,2893,1
251,2947,1
251,2958,1
251,2987,1
251,3094,1
251,3125,1
251,3167,2
251,3184,1
251,3207,1
251,3288,1
251,3491,1
251,3532,1
251,3612,1
251,3741,1
251,3767,1
251,3821,1
251,3832,2
251,3844,1
251,3862,1
251,3875,1
251,3969,1
251,4199,1
251,4384,1
251,4494,1
251,4583,1
251,4624,1
251,4654,1
251,4864,1
251,5028,1
251,5137,1
251,5156,1
251,5164,3
251,5297,1
251,5573,1
251,5619,1
251,5638,1
251,5703,1
251,5848,1
251,6065,1
251,6103,1
251,6317,1
251,6595,1
251,6690,1
251,6947,1
251,7041,1
251,7234,1
251,7408,1
251,7450,1
251,7508,1
251,7576,1
251,7582,1
251,7585,1
251,7593,1
251,7752,1
262,596,1
262,958,1
262,980,1
271,57,1
271,123,1
271,151,1
271,217,1
271,265,1
271,266,1
271,377,1
271,381,1
271,432,1
271,486,1
271,563,1
271,577,1
271,618,1
271,666,1
271,671,1
271,766,1
271,782,1
271,824,1
271,856,1
271,895,1
271,1019,1
271,1050,1
271,1251,1
271,1403,1
271,1637,1
271,1664,1
271,1716,1
271,1829,1
271,1929,1
271,2268,1
271,2304,1
271,2316,1
271,2431,1
271,2450,1
271,2632,1
271,2656,1
271,2786,1
271,2829,1
271,3058,1
271,3358,1
271,3498,1
271,3535,1
271,3551,1
271,3594,1
271,3844,1
271,3850,1
271,4070,1
271,4384,1
271,4536,1
271,4615,1
271,5050,1
271,5601,1
271,5629,1
271,5734,1
271,5748,2
271,6019,1
271,6102,1
271,6176,1
271,6239,1
271,6251,1
271,6266,1
271,6502,1
271,6508,1
271,6602,1
271,6776,1
271,7003,1
271,7126,1
271,7151,1
271,7781,1
271,7865,1
271,8267,1
271,8853,1
281,309,1
281,1857,1
281,1871,1
281,2052,1
281,5292,1
283,4,2
283,7,2
283,10,1
283,11,1
283,13,1
283,31,1
283,36,1
283,37,1
283,42,3
283,44,1
283,49,1
283,51,1
283,53,1
283,54,3
283,57,2
283,59,1
283,65,1
283,70,1
283,71,1
283,76,1
283,77,1
283,78,1
283,84,1
283,86,1
283,97,1
283,100,1
283,101,1
283,113,1
283,115,1
283,119,1
283,124,1
283,125,1
283,129,1
283,131,2
283,138,1
283,141,1
283,143,4
283,147,1
283,150,2
283,154,1
283,156,1
283,162,1
283,165,5
283,172,1
283,173,1
283,174,1
283,176,2
283,178,2
283,185,1
283,186,1
